"Date","Capital","Return(%)"
"Feb 2018",872196.259271879,-3.4985839182430145
"Mar 2018",837385.3215738347,-3.991181724065729
"Apr 2018",851657.3685284195,1.704358386383098
"May 2018",883055.6638793859,3.686728549677154
"Jun 2018",890664.409595358,0.8616382893175345
"Jul 2018",925178.354799391,3.875078518037256
"Aug 2018",977103.4650158063,5.612443259945743
"Sep 2018",973216.9403894122,-0.397759783436169
"Oct 2018",915279.9891257768,-5.9531383866430865
"Nov 2018",917845.7459646323,0.2803248043591777
"Dec 2018",835470.0117543999,-8.974899602945552
"Jan 2019",884524.2178134845,5.87145024584137
"Feb 2019",898777.2379042909,1.6113770322806475
"Mar 2019",930234.9354550503,3.5000549884986354
"Apr 2019",978129.2861327206,5.148629539938909
"May 2019",908205.9027033632,-7.148685191281512
"Jun 2019",970275.5088922379,6.834309929512505
"Jul 2019",990037.3574905168,2.0367254884997577
"Aug 2019",967595.3251747033,-2.266786414272115
"Sep 2019",985665.5208760395,1.8675364825758711
"Oct 2019",1027006.737055842,4.194243919890717
"Nov 2019",1066831.93778568,3.877793522952566
"Dec 2019",1109097.0272425106,3.961738298213713
"Jan 2020",1121552.0219867404,1.1229851346005404
"Feb 2020",1027046.7608907123,-8.426293140519657
"Mar 2020",942511.2652341989,-8.230929581356106
"Apr 2020",1079949.7924775344,14.58216281469955
"May 2020",1121347.5072856606,3.83329994565349
"Jun 2020",1165129.7853594997,3.904434422814984
"Jul 2020",1246440.9443677024,6.978721171660229
"Aug 2020",1382672.7752384075,10.929665900843233
"Sep 2020",1289733.8270954902,-6.721687864787262
"Oct 2020",1249167.9497979893,-3.1452906363521604
"Nov 2020",1357278.632292131,8.654615459164216
"Dec 2020",1415660.2888568137,4.3013759426898
"Jan 2021",1427792.0269062917,0.8569667557231986
"Feb 2021",1429080.9988257564,0.09027728795052425
"Mar 2021",1470093.2541457135,2.8698342048950387
"Apr 2021",1584036.5995694117,7.750756294022443
"May 2021",1558393.5382044145,-1.6188427320408927
"Jun 2021",1634199.376933977,4.864357870535452
"Jul 2021",1682939.6167820054,2.982514896038757
"Aug 2021",1754483.8298563696,4.251145576521975
"Sep 2021",1661140.2196256607,-5.32028900137258
"Oct 2021",1804946.469363051,8.657080723131072
"Nov 2021",1823209.2164529557,1.0118165496813436
"Dec 2021",1868839.2670106594,2.502732552354958
